City,BHK,Sqft,Bathrooms,Floor,Total_Floors,Distance_to_Center,Has_Swimming_Pool,Has_Gym,Is_Gated_Community,Per_Capita_Income_Lakh,Price_INR
Mumbai,1,443,1,19,29,27.99,1,1,1,4.13,5499070.0
Kolkata,2,1076,2,11,15,26.42,1,1,0,2.5,6416833.0
Jaipur,5,4831,5,7,16,16.23,0,1,1,1.8,25459949.0
Delhi NCR,1,411,0,11,17,21.06,1,1,0,4.75,2366679.0
Ahmedabad,3,1875,2,14,19,5.61,1,1,0,2.8,15180844.0
Delhi NCR,2,914,2,33,43,23.32,1,1,0,4.75,5275407.0
Hyderabad,1,658,0,13,18,18.8,0,0,1,5.54,4764172.0
Pune,1,571,1,11,13,18.28,0,1,1,2.78,3731137.0
Lucknow,4,3262,3,11,13,18.43,0,0,0,1.6,10955417.0
Lucknow,4,2955,4,9,10,19.3,0,0,0,1.6,10271179.0
Kolkata,3,1630,3,6,7,22.61,0,0,0,2.5,7894204.0
Ahmedabad,3,1480,3,12,21,27.64,0,0,0,2.8,6319756.0
Hyderabad,3,1642,3,8,12,2.18,0,0,1,5.54,15724048.0
Chennai,2,927,2,12,17,3.31,0,0,0,3.5,7946715.0
Hyderabad,5,9636,5,2,8,20.99,1,1,1,5.54,111961454.0
Kolkata,1,554,1,3,10,0.25,0,1,1,2.5,4901791.0
Delhi NCR,4,3625,4,39,40,27.55,1,1,1,4.75,38174813.0
Jaipur,2,928,1,12,22,1.12,1,1,1,1.8,6737139.0
Mumbai,2,859,2,28,30,22.56,1,1,1,4.13,7663721.0
Bangalore,4,2657,3,22,26,19.58,1,1,1,9.8,29616153.0
Hyderabad,2,891,2,4,12,12.71,0,0,0,5.54,6706212.0
Lucknow,2,817,1,8,17,17.14,0,0,1,1.6,2745485.0
Delhi NCR,4,2966,3,3,4,11.5,1,1,0,4.75,19943543.0
Mumbai,5,7023,4,18,26,20.39,1,1,1,4.13,274834892.0
Lucknow,1,514,1,3,10,15.09,0,1,0,1.6,2072410.0
Pune,4,3733,4,8,13,2.49,1,1,0,2.78,44465906.0
Mumbai,1,417,0,11,21,2.87,1,1,1,4.13,7632372.0
Kolkata,5,5244,5,8,10,21.59,0,1,0,2.5,30685594.0
Bangalore,1,613,1,23,31,11.13,1,1,0,9.8,9283897.0
Kolkata,5,4739,4,3,6,28.75,1,1,1,2.5,29964911.0
Jaipur,3,1485,3,7,14,23.62,0,0,1,1.8,4908695.0
Bangalore,1,642,1,17,23,16.55,1,1,1,9.8,7667330.0
Pune,5,6061,4,0,0,7.93,0,0,0,2.78,53332212.0
Ahmedabad,3,1586,3,10,16,21.78,0,1,0,2.8,8281613.0
Pune,3,1953,3,8,12,23.61,0,0,1,2.78,14265797.0
Bangalore,2,823,2,14,21,9.14,1,1,0,9.8,9006623.0
Delhi NCR,5,9669,5,5,13,28.35,1,1,1,4.75,102712336.0
Kolkata,5,7693,5,4,6,30.0,0,1,1,2.5,38636398.0
Bangalore,5,6368,4,6,12,4.03,1,1,0,9.8,79127720.0
Pune,1,610,1,3,13,9.58,0,0,1,2.78,3833439.0
Bangalore,1,634,1,40,50,22.66,1,1,1,9.8,6953736.0
Lucknow,2,1093,2,3,3,22.23,0,0,1,1.6,3380058.0
Lucknow,5,9215,5,3,13,22.33,0,0,0,1.6,39298659.0
Lucknow,4,3594,4,4,13,23.26,0,1,1,1.6,12783594.0
Pune,4,2452,4,15,20,23.0,0,0,0,2.78,15940734.0
Bangalore,3,1460,2,7,9,12.4,1,1,1,9.8,18205022.0
Jaipur,1,536,1,11,11,15.31,0,0,1,1.8,2000000.0
Ahmedabad,4,3296,4,4,8,20.65,0,1,0,2.8,15085045.0
Hyderabad,3,1831,3,8,18,17.16,1,1,1,5.54,11228757.0
Mumbai,5,9496,5,40,44,11.46,1,1,0,4.13,488727431.0
Chennai,4,3008,4,5,10,7.46,0,1,0,3.5,26348234.0
Bangalore,4,3853,4,16,17,19.85,1,1,1,9.8,34714872.0
Hyderabad,3,1776,3,9,9,3.22,0,1,0,5.54,14977697.0
Kolkata,4,3661,4,14,16,17.7,0,0,0,2.5,19515780.0
Jaipur,4,3965,4,13,19,22.29,1,1,1,1.8,15371317.0
Kolkata,5,8137,5,5,11,15.63,1,1,1,2.5,86616777.0
Lucknow,3,1612,3,2,9,17.58,1,1,0,1.6,6479751.0
Chennai,5,7676,5,1,8,0.32,0,1,1,3.5,125576726.0
Lucknow,5,9646,4,3,13,8.06,0,0,1,1.6,61331746.0
Bangalore,2,1154,2,22,25,1.83,1,1,1,9.8,15905622.0
Bangalore,3,1309,3,27,34,25.91,1,1,1,9.8,8732070.0
Mumbai,5,6420,5,39,45,22.52,1,1,1,4.13,122792643.0
Chennai,1,405,1,13,21,8.82,0,0,0,3.5,2385091.0
Kolkata,5,9929,4,14,23,17.23,0,1,0,2.5,107554490.0
Ahmedabad,3,1451,2,4,4,20.47,0,1,1,2.8,6375901.0
Ahmedabad,3,1427,3,6,9,10.87,0,1,0,2.8,8023563.0
Hyderabad,3,1353,3,12,17,16.71,0,0,0,5.54,8383748.0
Hyderabad,5,9348,5,11,18,28.84,0,1,1,5.54,70452879.0
Delhi NCR,4,2320,3,33,40,4.53,1,1,1,4.75,31111311.0
Bangalore,2,1143,2,23,26,11.05,1,1,1,9.8,16022830.0
Kolkata,3,1387,3,12,21,0.81,0,0,1,2.5,9938643.0
Pune,5,9496,4,14,19,8.62,1,1,0,2.78,177355768.0
Chennai,4,2908,4,0,4,2.7,0,0,1,3.5,20946729.0
Hyderabad,4,3110,4,2,3,15.05,0,0,0,5.54,18775081.0
Hyderabad,2,951,1,7,9,9.66,1,1,0,5.54,10023329.0
Chennai,4,3051,4,13,16,24.9,0,1,1,3.5,16453986.0
Hyderabad,1,479,1,11,11,28.4,0,1,0,5.54,2873076.0
Chennai,1,633,0,14,16,16.81,0,0,0,3.5,3646788.0
Delhi NCR,5,7253,4,21,31,6.69,1,1,1,4.75,134051032.0
Bangalore,5,8916,4,8,8,22.88,1,1,1,9.8,68535688.0
Chennai,5,8160,5,5,11,9.91,0,0,1,3.5,63293871.0
Bangalore,4,2950,3,1,6,26.26,1,1,0,9.8,26776230.0
Ahmedabad,4,3229,4,5,15,17.05,1,1,0,2.8,20086874.0
Lucknow,4,2239,4,10,15,6.43,1,1,1,1.6,11643655.0
Chennai,1,562,1,10,16,22.97,1,1,1,3.5,3718915.0
Chennai,1,681,1,13,13,17.73,0,0,1,3.5,4412158.0
Ahmedabad,4,3305,3,11,21,21.64,1,1,1,2.8,19685214.0
Ahmedabad,3,1331,3,1,1,16.14,0,1,1,2.8,5370739.0
Mumbai,3,1310,3,0,6,17.25,1,1,0,4.13,17430354.0
Jaipur,2,874,2,14,24,14.31,1,1,1,1.8,4522374.0
Hyderabad,2,1150,2,0,1,25.4,1,1,1,5.54,9193202.0
Bangalore,3,1617,3,14,20,24.41,1,1,0,9.8,21532049.0
Kolkata,2,999,2,14,24,6.57,1,1,0,2.5,8180402.0
Jaipur,4,3607,3,3,5,15.87,0,1,0,1.8,13676244.0
Chennai,5,9273,5,7,9,14.47,0,1,0,3.5,107963253.0
Pune,2,1012,2,10,20,17.01,1,1,1,2.78,10410928.0
Hyderabad,3,1813,3,3,7,22.62,0,1,1,5.54,12235642.0
Pune,3,1810,2,13,23,2.08,0,1,0,2.78,16381071.0
Jaipur,3,1314,3,9,13,21.05,1,1,0,1.8,6340202.0
Mumbai,4,2491,4,6,14,29.67,1,1,1,4.13,46552721.0
Bangalore,4,3328,4,26,36,26.32,1,1,1,9.8,25785712.0
Kolkata,2,994,2,4,4,5.42,0,1,0,2.5,7469092.0
Mumbai,5,6425,4,29,29,20.92,1,1,0,4.13,216778268.0
Mumbai,1,693,0,23,24,24.47,1,1,0,4.13,16598052.0
Ahmedabad,2,1157,2,1,7,6.59,0,0,1,2.8,6582185.0
Pune,5,8224,5,15,16,16.53,1,1,1,2.78,105151124.0
Mumbai,2,1073,2,33,40,14.74,1,1,0,4.13,32612090.0
Kolkata,5,8767,5,12,15,2.32,1,1,0,2.5,112881696.0
Mumbai,4,3543,3,23,24,1.54,1,1,1,4.13,128820860.0
Kolkata,5,9003,4,2,9,23.84,0,1,0,2.5,60399365.0
Jaipur,4,2203,3,12,14,6.12,0,1,0,1.8,13209045.0
Bangalore,3,1962,3,11,15,12.82,1,1,1,9.8,21197727.0
Bangalore,3,1736,3,1,2,25.75,1,1,1,9.8,18449663.0
Lucknow,3,1362,3,3,6,22.6,0,0,1,1.6,4537743.0
Hyderabad,4,2649,4,15,22,29.52,0,0,1,5.54,11378731.0
Kolkata,5,8250,5,5,15,3.12,0,0,1,2.5,106104769.0
Jaipur,3,1834,3,14,24,0.99,0,0,1,1.8,12714092.0
Chennai,1,408,1,12,12,28.1,0,1,1,3.5,2597199.0
Pune,5,4649,4,0,9,21.23,1,1,1,2.78,36192231.0
Delhi NCR,2,1031,2,38,46,2.53,1,1,1,4.75,14374099.0
Pune,2,1126,2,2,6,5.78,0,0,0,2.78,9407524.0
Chennai,5,7060,5,9,13,14.14,0,1,1,3.5,63678466.0
Hyderabad,1,465,0,4,7,5.01,1,1,1,5.54,6815886.0
Bangalore,2,947,2,19,25,24.5,1,1,1,9.8,9193275.0
Kolkata,1,544,1,0,8,8.68,0,1,0,2.5,2598248.0
Jaipur,4,3816,4,4,14,17.12,0,0,1,1.8,16608735.0
Kolkata,2,1196,2,7,11,8.41,0,1,0,2.5,7871084.0
Chennai,2,1163,2,9,10,9.21,0,1,1,3.5,9203169.0
Bangalore,4,2981,4,17,19,10.62,1,1,1,9.8,33968181.0
Hyderabad,1,406,1,1,7,6.41,0,1,0,5.54,4153941.0
Bangalore,5,7522,5,20,28,19.36,1,1,1,9.8,139071861.0
Mumbai,2,1052,2,39,40,27.97,1,1,1,4.13,21210014.0
Mumbai,1,693,1,9,12,19.06,1,1,1,4.13,11835372.0
Ahmedabad,2,1008,2,5,15,1.95,0,1,1,2.8,7265838.0
Mumbai,3,1836,3,5,6,13.0,1,1,0,4.13,37447074.0
Ahmedabad,1,435,1,15,17,25.83,1,1,1,2.8,2047677.0
Jaipur,5,5433,5,1,4,1.83,0,1,1,1.8,43057223.0
Pune,3,1878,3,2,3,8.24,1,1,0,2.78,19305789.0
Lucknow,1,473,1,11,19,11.21,0,1,1,1.6,2478148.0
Mumbai,1,626,1,7,13,20.83,1,1,0,4.13,15095492.0
Delhi NCR,3,1876,3,40,44,27.83,1,1,1,4.75,13876195.0
Kolkata,5,6797,4,9,16,2.01,0,0,0,2.5,75009895.0
Pune,1,595,0,12,15,3.04,1,1,0,2.78,5884573.0
Delhi NCR,2,880,2,6,6,24.1,1,1,1,4.75,8430468.0
Bangalore,2,882,2,23,30,11.28,1,1,1,9.8,9850146.0
Kolkata,2,932,1,14,17,8.5,0,1,0,2.5,5884705.0
Bangalore,1,415,1,37,45,23.71,1,1,1,9.8,4537148.0
Delhi NCR,2,900,2,40,41,7.39,1,1,1,4.75,3998512.0
Ahmedabad,4,3982,3,12,19,24.27,1,1,1,2.8,18698734.0
Mumbai,5,8686,5,4,13,15.53,1,1,0,4.13,246846834.0
Kolkata,5,8898,5,0,3,2.18,0,1,0,2.5,110451785.0
Pune,2,1095,1,15,17,9.63,0,1,1,2.78,9424656.0
Delhi NCR,4,2362,4,12,17,15.22,1,1,1,4.75,14197022.0
Mumbai,4,2591,4,20,21,4.37,1,1,1,4.13,54386580.0
Hyderabad,4,2436,3,3,3,27.76,1,1,1,5.54,17965149.0
Bangalore,4,3515,4,18,25,15.98,1,1,1,9.8,45452832.0
Hyderabad,2,999,2,1,7,19.6,1,1,0,5.54,7482906.0
Ahmedabad,5,6650,5,2,12,29.68,1,1,1,2.8,45720333.0
Delhi NCR,3,1533,3,6,11,4.34,1,1,1,4.75,20962353.0
Pune,4,3644,4,7,11,0.48,0,0,1,2.78,35046395.0
Kolkata,3,1414,3,6,6,19.46,1,1,1,2.5,8713588.0
Delhi NCR,3,1372,2,31,35,21.43,1,1,1,4.75,8549055.0
Hyderabad,3,1501,2,14,23,17.34,0,0,1,5.54,10311053.0
Mumbai,5,5676,4,31,40,13.03,1,1,0,4.13,219107119.0
Hyderabad,2,883,2,6,14,26.22,1,1,0,5.54,6873507.0
Pune,5,6558,5,9,12,7.95,0,1,1,2.78,99209476.0
Hyderabad,2,919,1,4,8,29.37,0,0,0,5.54,4447348.0
Jaipur,2,1192,1,8,14,27.9,0,1,0,1.8,4632332.0
Ahmedabad,4,2990,4,12,16,27.2,0,0,1,2.8,11681396.0
Lucknow,5,9559,5,6,15,19.71,0,1,0,1.6,64637203.0
Ahmedabad,3,1544,3,6,12,21.84,0,1,1,2.8,7165822.0
Lucknow,5,9731,4,12,13,10.85,0,1,1,1.6,80160375.0
Mumbai,3,1404,3,39,41,3.44,1,1,1,4.13,62744270.0
Lucknow,1,528,1,3,8,16.38,0,0,1,1.6,2000000.0
Lucknow,3,1901,3,13,16,12.39,1,1,1,1.6,9803891.0
Mumbai,4,3955,4,36,44,1.46,1,1,0,4.13,186792727.0
Bangalore,5,8925,5,39,42,10.55,1,1,0,9.8,180514962.0
Jaipur,3,1798,3,1,8,2.22,0,0,1,1.8,8492338.0
Ahmedabad,2,898,1,5,6,16.04,1,1,1,2.8,6376167.0
Hyderabad,2,993,2,15,21,16.28,0,1,1,5.54,7098879.0
Mumbai,2,1018,2,28,32,29.99,1,1,1,4.13,18304935.0
Bangalore,3,1674,2,6,16,29.1,1,1,1,9.8,16944057.0
Delhi NCR,2,1192,2,5,13,15.2,1,1,1,4.75,9711917.0
Ahmedabad,2,842,2,0,4,26.78,0,0,1,2.8,2865618.0
Hyderabad,1,634,1,1,2,1.37,1,1,0,5.54,7637552.0
Delhi NCR,1,591,0,19,29,9.54,1,1,0,4.75,3643526.0
Lucknow,3,1683,3,4,5,19.03,0,0,1,1.6,5571789.0
Lucknow,5,7202,5,13,13,11.66,0,1,1,1.6,47535957.0
Kolkata,3,1748,2,1,2,6.73,1,1,0,2.5,13333395.0
Kolkata,2,1189,2,1,11,0.04,0,0,1,2.5,7947772.0
Mumbai,5,6099,5,31,34,1.88,1,1,1,4.13,369338569.0
Pune,4,3233,3,3,10,6.15,0,0,1,2.78,28715776.0
Kolkata,5,6055,5,6,7,23.04,0,1,0,2.5,45403015.0
Hyderabad,2,1018,2,9,13,11.17,0,1,0,5.54,7893126.0
Jaipur,5,9159,5,10,11,29.66,0,1,0,1.8,45368633.0
Hyderabad,2,942,2,2,3,20.29,0,1,1,5.54,6809312.0
Bangalore,2,1039,2,37,46,26.56,1,1,0,9.8,9424663.0
Lucknow,3,1852,2,12,18,12.84,1,1,1,1.6,8126320.0
Mumbai,4,2801,3,40,47,5.87,1,1,1,4.13,117765027.0
Lucknow,3,1703,2,1,1,11.81,0,1,0,1.6,6517689.0
Ahmedabad,1,410,1,9,9,2.97,1,1,0,2.8,2608221.0
Jaipur,5,5808,5,3,13,10.65,0,0,0,1.8,35654888.0
Chennai,3,1441,3,12,15,12.68,0,1,0,3.5,9564147.0
Chennai,5,8317,4,8,16,22.63,1,1,1,3.5,79253420.0
Kolkata,1,451,0,12,19,8.38,0,1,1,2.5,2712975.0
Delhi NCR,2,1196,2,0,7,23.74,1,1,0,4.75,13159054.0
Chennai,1,542,0,11,14,27.18,0,1,1,3.5,2483550.0
Mumbai,4,2566,4,29,34,26.74,1,1,0,4.13,45615428.0
Pune,1,536,1,14,24,2.25,0,0,1,2.78,6092935.0
Lucknow,5,9247,5,2,8,12.38,0,0,0,1.6,57650074.0
Bangalore,2,957,1,15,25,5.94,1,1,1,9.8,12897042.0
Jaipur,3,1871,3,8,13,9.54,0,0,1,1.8,7249238.0
Hyderabad,1,504,1,2,6,22.72,0,0,1,5.54,2530408.0
Kolkata,4,3935,4,0,6,6.37,1,1,1,2.5,35883272.0
Hyderabad,1,590,1,15,16,14.45,0,1,1,5.54,4072506.0
Delhi NCR,5,7976,5,32,39,0.86,1,1,1,4.75,193752622.0
Chennai,1,619,1,3,4,24.9,1,1,0,3.5,4212191.0
Lucknow,5,8869,5,14,21,24.29,0,0,0,1.6,47750398.0
Delhi NCR,4,3461,4,5,11,4.67,1,1,1,4.75,30815036.0
Bangalore,5,5139,5,19,28,18.65,1,1,1,9.8,94249434.0
Jaipur,5,5318,5,9,15,24.9,1,1,1,1.8,30165084.0
Pune,1,571,1,14,15,21.4,0,1,1,2.78,4063808.0
Jaipur,4,2594,4,13,19,7.1,0,0,0,1.8,13889931.0
Pune,3,1855,3,11,12,11.43,0,0,1,2.78,19694389.0
Lucknow,2,1197,2,1,7,28.04,0,1,0,1.6,3076514.0
Lucknow,5,9915,5,1,9,29.63,1,1,1,1.6,56694098.0
Chennai,4,3539,4,5,12,27.66,0,0,1,3.5,11994875.0
Jaipur,1,521,0,8,15,2.71,0,0,1,1.8,2949471.0
Jaipur,4,3594,3,11,18,22.31,0,0,1,1.8,14403737.0
Bangalore,5,8553,4,17,26,28.29,1,1,1,9.8,115812230.0
Lucknow,4,2818,4,15,25,2.75,1,1,1,1.6,17001217.0
Hyderabad,1,535,1,0,4,29.52,0,1,0,5.54,2000000.0
Ahmedabad,5,7059,4,7,7,4.62,1,1,1,2.8,79073352.0
Mumbai,3,1379,3,37,47,27.81,1,1,0,4.13,35193046.0
Kolkata,5,9124,5,8,18,22.07,0,1,1,2.5,74699908.0
Bangalore,5,7104,4,5,14,9.73,1,1,1,9.8,129295806.0
Ahmedabad,5,8651,4,6,14,28.04,0,0,1,2.8,43590273.0
Chennai,5,8061,5,11,18,16.54,1,1,1,3.5,101087473.0
Lucknow,4,3071,3,4,8,7.27,1,1,0,1.6,15547792.0
Bangalore,5,6975,5,12,21,15.47,1,1,0,9.8,85979189.0
Chennai,2,1101,2,9,9,20.63,0,0,1,3.5,5619942.0
Bangalore,1,478,0,29,29,15.41,1,1,1,9.8,5154878.0
Delhi NCR,5,7903,5,22,23,11.3,1,1,0,4.75,140403082.0
Jaipur,1,486,1,3,10,4.83,0,1,1,1.8,2367347.0
Chennai,2,1032,2,8,15,22.39,1,1,0,3.5,6415735.0
Lucknow,4,3934,3,5,8,3.32,0,0,1,1.6,20963597.0
Kolkata,5,8163,5,1,11,0.83,1,1,1,2.5,105342252.0
Mumbai,4,2658,4,27,30,2.37,1,1,1,4.13,123969713.0
Mumbai,4,3986,4,3,5,25.81,1,1,1,4.13,53300875.0
Lucknow,4,3669,4,15,19,11.51,0,0,0,1.6,14591748.0
Lucknow,2,875,1,4,4,7.05,0,1,0,1.6,3655090.0
Chennai,1,454,1,14,24,12.64,0,0,0,3.5,3801492.0
Kolkata,3,1979,3,15,16,1.42,1,1,0,2.5,20184651.0
Kolkata,4,2984,4,5,14,21.61,0,1,0,2.5,13874655.0
Bangalore,3,1754,3,36,43,0.89,1,1,1,9.8,36804805.0
Chennai,4,2599,4,0,1,7.09,1,1,0,3.5,23456651.0
Hyderabad,5,5881,5,4,13,20.79,1,1,1,5.54,61790403.0
Delhi NCR,4,3063,4,18,23,25.09,1,1,0,4.75,22992285.0
Delhi NCR,4,2490,4,40,44,22.34,1,1,1,4.75,19843045.0
Kolkata,3,1441,2,11,15,6.5,1,1,0,2.5,12328529.0
Mumbai,1,654,1,0,0,18.02,1,1,0,4.13,9765492.0
Ahmedabad,4,2848,4,11,15,5.47,0,1,1,2.8,22796178.0
Delhi NCR,4,2243,4,20,25,19.7,1,1,0,4.75,13894258.0
Ahmedabad,2,804,2,13,20,29.6,0,0,0,2.8,3400773.0
Kolkata,5,6671,5,4,6,9.89,0,1,1,2.5,61181708.0
Pune,1,458,0,2,2,2.78,0,1,1,2.78,4873440.0
Ahmedabad,2,1015,1,8,13,21.08,0,0,0,2.8,4553652.0
Mumbai,5,8097,5,5,11,11.7,1,1,0,4.13,206825315.0
Jaipur,2,979,1,9,18,16.5,0,0,1,1.8,4293329.0
Kolkata,4,3225,3,5,12,10.31,0,0,1,2.5,14826246.0
Delhi NCR,3,1379,3,11,17,18.37,1,1,0,4.75,10095160.0
Chennai,2,849,1,8,9,23.3,1,1,1,3.5,4947048.0
Chennai,5,4606,5,2,4,25.45,0,1,1,3.5,24300916.0
Chennai,1,585,1,13,23,9.79,0,1,0,3.5,4357678.0
Pune,4,3007,4,4,6,20.41,0,0,1,2.78,20087385.0
Pune,5,4942,5,12,18,18.63,1,1,0,2.78,52676878.0
Kolkata,2,878,2,0,10,27.31,0,1,1,2.5,4262844.0
Lucknow,1,582,1,4,11,12.52,0,1,1,1.6,2316438.0
Delhi NCR,2,988,2,23,28,12.8,1,1,1,4.75,11866333.0
Lucknow,1,528,1,2,3,2.9,0,0,1,1.6,2607917.0
Bangalore,2,921,2,0,5,4.28,1,1,0,9.8,13929687.0
Hyderabad,2,982,2,5,10,15.08,1,1,1,5.54,9888999.0
Mumbai,4,2707,4,22,23,15.76,1,1,1,4.13,58884938.0
Pune,5,5081,5,13,13,25.71,0,1,0,2.78,33376649.0
Mumbai,2,836,1,24,27,25.03,1,1,0,4.13,11825295.0
Hyderabad,5,9009,5,2,11,8.2,0,1,0,5.54,108730181.0
Mumbai,1,522,0,6,10,0.71,1,1,1,4.13,13632748.0
Pune,5,5238,5,2,3,17.53,1,1,0,2.78,52408510.0
Mumbai,2,1144,2,40,41,7.6,1,1,0,4.13,37341036.0
Lucknow,5,9318,4,2,9,0.85,0,1,0,1.6,81938789.0
Mumbai,5,5473,5,36,44,26.24,1,1,1,4.13,129531886.0
Ahmedabad,2,855,1,11,19,29.46,1,1,1,2.8,4103815.0
Mumbai,3,1825,3,7,10,9.19,1,1,1,4.13,35792408.0
Kolkata,5,7957,5,8,11,12.88,0,1,0,2.5,66835325.0
Pune,3,1943,3,5,14,15.29,1,1,0,2.78,11945035.0
Mumbai,1,446,1,33,40,17.46,1,1,0,4.13,7421695.0
Bangalore,4,3340,3,18,28,29.6,1,1,0,9.8,31374620.0
Kolkata,3,1784,3,0,10,14.54,0,0,0,2.5,8661123.0
Bangalore,1,612,1,13,15,3.41,1,1,1,9.8,8420282.0
Jaipur,4,2224,4,14,22,8.31,0,0,1,1.8,11514115.0
Delhi NCR,1,578,0,14,17,26.22,1,1,1,4.75,5339807.0
Delhi NCR,2,868,2,32,33,28.84,1,1,0,4.75,5173002.0
Delhi NCR,3,1611,2,28,35,3.78,1,1,0,4.75,27048330.0
Chennai,4,3329,4,5,9,10.78,0,1,0,3.5,29114339.0
Delhi NCR,2,1189,1,3,7,21.34,1,1,1,4.75,7207111.0
Bangalore,5,9902,5,26,27,7.82,1,1,1,9.8,191296531.0
Pune,1,528,0,14,21,22.98,0,0,1,2.78,3931648.0
Kolkata,3,1878,3,8,13,13.99,0,1,1,2.5,11692365.0
Jaipur,2,831,1,1,6,29.24,0,0,0,1.8,2000000.0
Kolkata,3,1919,3,10,15,3.34,1,1,1,2.5,15358858.0
Pune,3,1725,3,14,22,14.46,0,1,0,2.78,12948748.0
Ahmedabad,5,6405,4,7,13,28.14,0,0,0,2.8,27678167.0
Kolkata,3,1881,2,1,2,8.3,1,1,0,2.5,13603777.0
Mumbai,4,2532,3,34,42,29.02,1,1,0,4.13,43975302.0
Ahmedabad,3,1489,3,1,5,2.44,0,0,0,2.8,10389276.0
Mumbai,4,3356,4,34,38,27.29,1,1,0,4.13,56125599.0
Kolkata,1,658,0,6,12,3.96,0,1,0,2.5,5533958.0
Delhi NCR,3,1308,2,8,18,3.75,1,1,1,4.75,22652923.0
Ahmedabad,1,634,1,3,9,25.11,0,1,1,2.8,3136910.0
Mumbai,5,4953,5,35,40,28.76,1,1,0,4.13,111461111.0
Hyderabad,3,1592,3,0,10,17.67,0,0,1,5.54,6302798.0
Chennai,3,1693,3,1,10,22.53,0,1,1,3.5,10609556.0
Chennai,1,435,1,12,19,7.58,0,0,0,3.5,3695060.0
Hyderabad,1,511,1,5,14,11.78,0,0,0,5.54,3617289.0
Bangalore,2,1060,2,25,26,5.0,1,1,1,9.8,20908913.0
Chennai,2,865,2,1,8,19.11,0,1,0,3.5,5833120.0
Ahmedabad,5,7270,5,1,7,24.79,0,1,1,2.8,47234403.0
Pune,3,1468,3,8,18,15.59,0,1,0,2.78,12641160.0
Lucknow,3,1441,3,13,17,6.57,0,0,0,1.6,6623380.0
Lucknow,3,1595,3,1,4,3.63,0,0,1,1.6,5697677.0
Lucknow,1,439,1,3,10,10.02,1,1,0,1.6,2034502.0
Pune,4,3790,3,13,21,18.76,0,1,0,2.78,34349310.0
Ahmedabad,1,525,0,0,2,1.76,0,1,1,2.8,3426803.0
Mumbai,2,1147,2,26,29,7.43,1,1,1,4.13,28277513.0
Jaipur,1,452,0,6,14,10.31,1,1,1,1.8,2276705.0
Hyderabad,1,488,1,11,12,29.73,0,0,1,5.54,3683005.0
Bangalore,2,893,1,7,13,15.81,1,1,1,9.8,12524185.0
Mumbai,1,406,1,16,23,23.39,1,1,1,4.13,5415381.0
Chennai,3,1798,3,2,5,26.63,0,1,1,3.5,10085664.0
Chennai,2,1033,1,1,7,29.86,1,1,1,3.5,5433365.0
Lucknow,2,931,2,2,8,27.05,0,1,0,1.6,3030387.0
Jaipur,2,1166,1,15,25,23.11,1,1,1,1.8,5562782.0
Chennai,5,9053,4,1,9,2.54,0,1,0,3.5,142352615.0
Jaipur,5,6618,4,14,14,20.93,0,0,1,1.8,35346500.0
Bangalore,3,1788,3,30,38,2.53,1,1,1,9.8,45347931.0
Chennai,4,3345,4,1,8,27.99,0,0,1,3.5,14269911.0
Bangalore,5,8586,5,34,34,27.05,1,1,1,9.8,85009733.0
Lucknow,2,1141,1,0,7,24.47,0,1,1,1.6,3634711.0
Kolkata,1,613,1,1,9,8.76,0,1,1,2.5,3548282.0
Jaipur,2,1091,1,8,10,23.0,0,1,1,1.8,3612700.0
Pune,3,1354,2,10,11,17.23,0,0,0,2.78,7567136.0
Bangalore,2,1177,2,38,39,2.04,1,1,1,9.8,16091383.0
Lucknow,4,2554,4,10,12,22.99,0,0,1,1.6,7536316.0
Pune,5,7937,4,7,14,25.2,0,1,1,2.78,82280705.0
Mumbai,4,2441,4,23,31,7.48,1,1,1,4.13,53923313.0
Bangalore,5,7648,4,15,22,29.78,1,1,1,9.8,91677805.0
Ahmedabad,3,1993,2,14,14,22.32,0,1,1,2.8,10401070.0
Pune,1,656,1,10,20,26.58,0,1,1,2.78,3705167.0
Jaipur,1,401,1,2,6,11.9,0,0,1,1.8,2000000.0
Kolkata,3,1968,3,11,11,11.27,1,1,0,2.5,15077240.0
Kolkata,1,489,1,8,14,8.46,0,0,1,2.5,2574075.0
Ahmedabad,2,1037,2,8,9,27.44,0,1,1,2.8,3367223.0
Delhi NCR,2,987,2,39,45,14.79,1,1,0,4.75,11651278.0
Chennai,4,3138,4,11,21,19.38,0,1,1,3.5,22278502.0
Hyderabad,1,674,1,9,12,26.33,0,1,0,5.54,5809718.0
Pune,4,3584,3,10,16,9.0,1,1,1,2.78,39654920.0
Ahmedabad,4,3281,4,9,16,26.13,1,1,0,2.8,17371444.0
Kolkata,5,8533,4,4,6,14.65,0,0,0,2.5,69056673.0
Pune,2,841,2,8,8,16.95,0,0,1,2.78,6041690.0
Ahmedabad,1,639,1,8,18,4.17,0,0,0,2.8,4478902.0
Bangalore,5,9909,5,9,17,1.78,1,1,1,9.8,142916205.0
Delhi NCR,1,653,1,25,30,17.28,1,1,1,4.75,7286553.0
Chennai,1,445,1,13,22,17.58,0,0,1,3.5,3656075.0
Kolkata,4,2594,3,14,14,11.75,1,1,1,2.5,20573815.0
Pune,2,985,1,0,4,7.5,0,0,1,2.78,10007333.0
Lucknow,3,1616,3,7,16,15.45,1,1,1,1.6,6961626.0
Bangalore,3,1509,3,25,32,24.8,1,1,0,9.8,13902494.0
